scenario_id,civilization_type,population_level,environment,round,population,tech_level,stability,happiness,env_degradation,conflict_count
S012,掠夺文明,大陆文明,灾厄位面,181,927.57,38.9193,0.0,0.4,1.0,102
S012,掠夺文明,大陆文明,灾厄位面,191,705.79,50.2487,0.007,0.4015,1.0,111
S012,掠夺文明,大陆文明,灾厄位面,201,654.46,65.0334,0.007,0.4017,1.0,117
S012,掠夺文明,大陆文明,灾厄位面,211,556.66,84.406,0.007,0.4016,1.0,125
S012,掠夺文明,大陆文明,灾厄位面,221,487.27,110.9342,0.0,0.4005,1.0,133
S012,掠夺文明,大陆文明,灾厄位面,231,374.1,153.3661,0.0,0.4,1.0,140
S012,掠夺文明,大陆文明,灾厄位面,241,284.09,226.8906,0.0,0.4,1.0,146
S012,掠夺文明,大陆文明,灾厄位面,251,254.17,353.5059,0.007,0.4018,1.0,154
S012,掠夺文明,大陆文明,灾厄位面,261,204.06,585.2099,0.0,0.4004,1.0,159
S012,掠夺文明,大陆文明,灾厄位面,271,179.74,1079.1475,0.0,0.4005,1.0,166
S012,掠夺文明,大陆文明,灾厄位面,281,146.22,2407.1387,0.0,0.4016,1.0,174
S012,掠夺文明,大陆文明,灾厄位面,291,121.06,7490.6541,0.0,0.401,1.0,179
S012,掠夺文明,大陆文明,灾厄位面,301,87.66,50833.3834,0.0,0.4,1.0,185
S012,掠夺文明,大陆文明,灾厄位面,311,40.75,44415088.5136,0.0,0.0033,1.0,192
S012,掠夺文明,大陆文明,灾厄位面,321,13.05,nan,0.0,0.0,1.0,200
S012,掠夺文明,大陆文明,灾厄位面,331,8.3,nan,0.007,0.4016,1.0,203
S012,掠夺文明,大陆文明,灾厄位面,341,5.55,nan,0.0,0.4005,1.0,206
S012,掠夺文明,大陆文明,灾厄位面,351,3.6,nan,0.0,0.4001,1.0,214
S012,掠夺文明,大陆文明,灾厄位面,361,2.37,nan,0.007,0.4015,1.0,220
S012,掠夺文明,大陆文明,灾厄位面,371,1.53,nan,0.0,0.4001,1.0,226
S012,掠夺文明,大陆文明,灾厄位面,381,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,391,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,401,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,411,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,421,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,431,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,441,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,451,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,461,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,471,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,481,0.0,nan,0.0,0.4,1.0,232
S012,掠夺文明,大陆文明,灾厄位面,491,0.0,nan,0.0,0.4,1.0,232
S013,掠夺文明,星际文明,贫瘠位面,1,10221.93,10.024,0.671,0.5309,0.1442,0
S013,掠夺文明,星际文明,贫瘠位面,11,10842.35,10.4017,0.6222,0.5868,1.0,0
S013,掠夺文明,星际文明,贫瘠位面,21,10903.85,11.0513,0.4317,0.5286,1.0,1
S013,掠夺文明,星际文明,贫瘠位面,31,10564.44,12.0515,0.3865,0.5212,1.0,2
S013,掠夺文明,星际文明,贫瘠位面,41,10165.46,13.4717,0.4756,0.5415,1.0,3
S013,掠夺文明,星际文明,贫瘠位面,51,9887.88,15.4372,0.5007,0.549,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,61,9831.23,18.1388,0.5949,0.5772,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,71,10092.76,21.7947,0.6414,0.5912,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,81,10387.59,26.6675,0.5473,0.5636,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,91,10458.96,33.2511,0.6437,0.5919,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,101,11047.01,42.4505,0.6728,0.6006,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,111,11578.12,55.6636,0.7749,0.6311,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,121,12314.79,75.6396,0.7271,0.6186,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,131,13074.03,106.9527,0.8318,0.6482,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,141,13914.86,160.2477,0.774,0.6332,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,151,14575.86,254.999,0.6114,0.5894,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,161,14556.73,436.2162,0.537,0.5599,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,171,14910.34,842.6039,0.5376,0.5603,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,181,15284.62,1984.366,0.6335,0.5888,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,191,16134.42,6994.8217,0.6613,0.5977,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,201,3770.69,207507.3655,0.4098,0.1284,1.0,4
S013,掠夺文明,星际文明,贫瘠位面,211,2029.5,1.2632675783862053e+36,0.1068,0.042,1.0,6
S013,掠夺文明,星际文明,贫瘠位面,221,1160.75,nan,0.0186,0.4015,1.0,12
S013,掠夺文明,星际文明,贫瘠位面,231,938.19,nan,0.0568,0.4161,1.0,20
S013,掠夺文明,星际文明,贫瘠位面,241,761.05,nan,0.0,0.4032,1.0,27
S013,掠夺文明,星际文明,贫瘠位面,251,644.0,nan,0.0353,0.4097,1.0,32
S013,掠夺文明,星际文明,贫瘠位面,261,510.58,nan,0.0141,0.4037,1.0,40
S013,掠夺文明,星际文明,贫瘠位面,271,409.3,nan,0.0282,0.4076,1.0,48
S013,掠夺文明,星际文明,贫瘠位面,281,330.55,nan,0.0641,0.4183,1.0,54
S013,掠夺文明,星际文明,贫瘠位面,291,281.28,nan,0.0452,0.4128,1.0,60
S013,掠夺文明,星际文明,贫瘠位面,301,222.77,nan,0.0212,0.4056,1.0,68
S013,掠夺文明,星际文明,贫瘠位面,311,159.05,nan,0.007,0.402,1.0,76
S013,掠夺文明,星际文明,贫瘠位面,321,130.67,nan,0.0787,0.4227,1.0,85
S013,掠夺文明,星际文明,贫瘠位面,331,113.72,nan,0.1213,0.4357,1.0,90
S013,掠夺文明,星际文明,贫瘠位面,341,98.02,nan,0.0966,0.4282,1.0,96
S013,掠夺文明,星际文明,贫瘠位面,351,85.12,nan,0.1723,0.4507,1.0,103
S013,掠夺文明,星际文明,贫瘠位面,361,75.34,nan,0.2515,0.4744,1.0,108
S013,掠夺文明,星际文明,贫瘠位面,371,67.82,nan,0.1566,0.4518,1.0,111
S013,掠夺文明,星际文明,贫瘠位面,381,58.21,nan,0.1695,0.4512,1.0,118
S013,掠夺文明,星际文明,贫瘠位面,391,51.66,nan,0.1649,0.4527,1.0,124
S013,掠夺文明,星际文明,贫瘠位面,401,44.99,nan,0.0296,0.4097,1.0,130
S013,掠夺文明,星际文明,贫瘠位面,411,36.79,nan,0.0497,0.414,1.0,137
S013,掠夺文明,星际文明,贫瘠位面,421,29.28,nan,0.0282,0.4076,1.0,146
S013,掠夺文明,星际文明,贫瘠位面,431,25.76,nan,0.1008,0.4293,1.0,151
S013,掠夺文明,星际文明,贫瘠位面,441,22.34,nan,0.1767,0.452,1.0,157
S013,掠夺文明,星际文明,贫瘠位面,451,19.99,nan,0.0837,0.4242,1.0,160
S013,掠夺文明,星际文明,贫瘠位面,461,16.97,nan,0.066,0.4189,1.0,168
S013,掠夺文明,星际文明,贫瘠位面,471,14.78,nan,0.1403,0.4411,1.0,174
S013,掠夺文明,星际文明,贫瘠位面,481,12.49,nan,0.1223,0.4357,1.0,180
S013,掠夺文明,星际文明,贫瘠位面,491,10.97,nan,0.064,0.4187,1.0,186
S014,掠夺文明,星际文明,普通位面,1,10355.96,10.024,0.671,0.5309,0.1352,0
S014,掠夺文明,星际文明,普通位面,11,12650.74,10.4004,0.5811,0.5796,1.0,0
S014,掠夺文明,星际文明,普通位面,21,13718.7,11.0424,0.5781,0.5722,1.0,0
S014,掠夺文明,星际文明,普通位面,31,14818.21,12.0208,0.3716,0.5189,1.0,0
S014,掠夺文明,星际文明,普通位面,41,15564.67,13.3182,0.4065,0.5223,1.0,0
S014,掠夺文明,星际文明,普通位面,51,15999.7,15.0303,0.4195,0.5247,1.0,1
S014,掠夺文明,星际文明,普通位面,61,16070.29,17.3201,0.433,0.5289,1.0,4
S014,掠夺文明,星际文明,普通位面,71,16690.4,20.3121,0.4531,0.536,1.0,4
S014,掠夺文明,星际文明,普通位面,81,16898.78,24.1354,0.4037,0.52,1.0,6
S014,掠夺文明,星际文明,普通位面,91,17371.36,29.0793,0.3313,0.5017,1.0,8
S014,掠夺文明,星际文明,普通位面,101,17525.43,35.5073,0.3713,0.5115,1.0,11
S014,掠夺文明,星际文明,普通位面,111,17217.99,43.9601,0.1172,0.437,1.0,15
S014,掠夺文明,星际文明,普通位面,121,16402.71,54.6789,0.0394,0.4115,1.0,21
S014,掠夺文明,星际文明,普通位面,131,12415.41,70.1908,0.007,0.4016,1.0,29
S014,掠夺文明,星际文明,普通位面,141,10521.68,93.5278,0.0211,0.4054,1.0,37
S014,掠夺文明,星际文明,普通位面,151,9458.69,126.8051,0.0211,0.4055,1.0,45
S014,掠夺文明,星际文明,普通位面,161,8427.54,176.4437,0.007,0.4018,1.0,50
S014,掠夺文明,星际文明,普通位面,171,8088.45,253.2525,0.0282,0.4076,1.0,55
S014,掠夺文明,星际文明,普通位面,181,7636.65,377.2716,0.0,0.4023,1.0,60
S014,掠夺文明,星际文明,普通位面,191,7078.36,603.1146,0.007,0.4015,1.0,64
S014,掠夺文明,星际文明,普通位面,201,6598.57,1101.1875,0.0424,0.4118,1.0,71
S014,掠夺文明,星际文明,普通位面,211,6950.69,2283.4647,0.0317,0.409,1.0,78
S014,掠夺文明,星际文明,普通位面,221,6128.53,6426.8158,0.007,0.4015,1.0,86
S014,掠夺文明,星际文明,普通位面,231,5879.58,34549.8249,0.0282,0.4076,1.0,95
S014,掠夺文明,星际文明,普通位面,241,3277.59,3636714.1443,0.0,0.0109,1.0,103
S014,掠夺文明,星际文明,普通位面,251,1118.7,inf,0.0,0.0,1.0,109
S014,掠夺文明,星际文明,普通位面,261,736.42,nan,0.007,0.4016,1.0,116
S014,掠夺文明,星际文明,普通位面,271,587.98,nan,0.0568,0.4161,1.0,124
S014,掠夺文明,星际文明,普通位面,281,423.03,nan,0.0,0.4005,1.0,132
S014,掠夺文明,星际文明,普通位面,291,325.73,nan,0.0496,0.414,1.0,139
S014,掠夺文明,星际文明,普通位面,301,257.31,nan,0.0424,0.4118,1.0,144
S014,掠夺文明,星际文明,普通位面,311,193.41,nan,0.007,0.4018,1.0,151
S014,掠夺文明,星际文明,普通位面,321,131.76,nan,0.0,0.4002,1.0,160
S014,掠夺文明,星际文明,普通位面,331,105.74,nan,0.0333,0.4099,1.0,168
S014,掠夺文明,星际文明,普通位面,341,83.47,nan,0.014,0.4035,1.0,176
S014,掠夺文明,星际文明,普通位面,351,70.89,nan,0.0548,0.4156,1.0,183
S014,掠夺文明,星际文明,普通位面,361,55.12,nan,0.0008,0.4029,1.0,192
S014,掠夺文明,星际文明,普通位面,371,46.16,nan,0.0568,0.4161,1.0,197
S014,掠夺文明,星际文明,普通位面,381,35.01,nan,0.0,0.4042,1.0,204
S014,掠夺文明,星际文明,普通位面,391,27.75,nan,0.0,0.4022,1.0,213
S014,掠夺文明,星际文明,普通位面,401,19.98,nan,0.0141,0.4035,1.0,218
S014,掠夺文明,星际文明,普通位面,411,13.7,nan,0.007,0.4016,1.0,225
S014,掠夺文明,星际文明,普通位面,421,11.29,nan,0.0141,0.4038,1.0,230
S014,掠夺文明,星际文明,普通位面,431,8.03,nan,0.007,0.4016,1.0,238
S014,掠夺文明,星际文明,普通位面,441,5.72,nan,0.014,0.4034,1.0,246
S014,掠夺文明,星际文明,普通位面,451,3.99,nan,0.014,0.4035,1.0,253
S014,掠夺文明,星际文明,普通位面,461,3.41,nan,0.0223,0.4063,1.0,258
S014,掠夺文明,星际文明,普通位面,471,2.84,nan,0.0353,0.4097,1.0,263
S014,掠夺文明,星际文明,普通位面,481,2.18,nan,0.0353,0.4097,1.0,269
S014,掠夺文明,星际文明,普通位面,491,1.74,nan,0.0211,0.4055,1.0,274
S015,掠夺文明,星际文明,富饶位面,1,10378.24,10.024,0.671,0.5309,0.1262,0
S015,掠夺文明,星际文明,富饶位面,11,13478.37,10.3995,0.6787,0.6039,1.0,0
S015,掠夺文明,星际文明,富饶位面,21,16657.68,11.0705,0.6589,0.6034,1.0,0
S015,掠夺文明,星际文明,富饶位面,31,19877.09,12.0651,0.5742,0.5783,1.0,0
S015,掠夺文明,星际文明,富饶位面,41,22053.36,13.3303,0.4029,0.5198,1.0,3
S015,掠夺文明,星际文明,富饶位面,51,23306.17,14.8928,0.2612,0.4773,1.0,8
S015,掠夺文明,星际文明,富饶位面,61,24649.72,16.87,0.2396,0.4766,1.0,12
S015,掠夺文明,星际文明,富饶位面,71,25913.07,19.2637,0.1711,0.451,1.0,15
S015,掠夺文明,星际文明,富饶位面,81,25669.78,22.1653,0.0748,0.4228,1.0,23
S015,掠夺文明,星际文明,富饶位面,91,24215.71,25.7362,0.0749,0.4215,1.0,33
S015,掠夺文明,星际文明,富饶位面,101,24410.59,30.1318,0.007,0.402,1.0,39
S015,掠夺文明,星际文明,富饶位面,111,24485.62,35.3778,0.0353,0.4097,1.0,46
S015,掠夺文明,星际文明,富饶位面,121,23394.17,42.0358,0.0,0.4017,1.0,54
S015,掠夺文明,星际文明,富饶位面,131,21386.68,50.9701,0.007,0.4024,1.0,62
S015,掠夺文明,星际文明,富饶位面,141,20965.5,62.8909,0.0141,0.4038,1.0,69
S015,掠夺文明,星际文明,富饶位面,151,19667.49,78.7774,0.014,0.4034,1.0,75
S015,掠夺文明,星际文明,富饶位面,161,17618.94,100.9272,0.007,0.4015,1.0,81
S015,掠夺文明,星际文明,富饶位面,171,18329.08,132.6663,0.007,0.4019,1.0,87
S015,掠夺文明,星际文明,富饶位面,181,17745.03,179.5095,0.0424,0.4118,1.0,94
S015,掠夺文明,星际文明,富饶位面,191,18561.95,250.0558,0.0767,0.4221,1.0,103
S015,掠夺文明,星际文明,富饶位面,201,20363.79,363.1593,0.0261,0.4133,1.0,109
S015,掠夺文明,星际文明,富饶位面,211,21255.01,565.5338,0.0987,0.4287,1.0,117
S015,掠夺文明,星际文明,富饶位面,221,21822.85,975.9263,0.0354,0.4097,1.0,125
S015,掠夺文明,星际文明,富饶位面,231,24011.8,1948.7503,0.1083,0.4315,1.0,129
S015,掠夺文明,星际文明,富饶位面,241,23046.39,5108.4447,0.0211,0.4055,1.0,137
S015,掠夺文明,星际文明,富饶位面,251,21866.74,22949.7803,0.007,0.4018,1.0,145
S015,掠夺文明,星际文明,富饶位面,261,22930.83,615342.0857,0.0282,0.4076,1.0,151
S015,掠夺文明,星际文明,富饶位面,271,8228.74,1.3289564015132246e+79,0.0,0.0,1.0,160
S015,掠夺文明,星际文明,富饶位面,281,4535.12,nan,0.0266,0.4061,1.0,165
S015,掠夺文明,星际文明,富饶位面,291,3717.25,nan,0.0172,0.4055,1.0,172
S015,掠夺文明,星际文明,富饶位面,301,2788.24,nan,0.0,0.4005,1.0,179
S015,掠夺文明,星际文明,富饶位面,311,2358.93,nan,0.0713,0.4205,1.0,186
S015,掠夺文明,星际文明,富饶位面,321,2036.34,nan,0.0539,0.416,1.0,190
S015,掠夺文明,星际文明,富饶位面,331,1714.08,nan,0.08,0.4231,1.0,198
S015,掠夺文明,星际文明,富饶位面,341,1470.57,nan,0.1237,0.4361,1.0,204
S015,掠夺文明,星际文明,富饶位面,351,1289.79,nan,0.2006,0.4592,1.0,210
S015,掠夺文明,星际文明,富饶位面,361,1113.92,nan,0.0484,0.418,1.0,216
S015,掠夺文明,星际文明,富饶位面,371,880.75,nan,0.0282,0.4076,1.0,223
S015,掠夺文明,星际文明,富饶位面,381,713.24,nan,0.0283,0.4076,1.0,230
S015,掠夺文明,星际文明,富饶位面,391,558.8,nan,0.0211,0.4056,1.0,239
S015,掠夺文明,星际文明,富饶位面,401,419.91,nan,0.0282,0.4076,1.0,248
S015,掠夺文明,星际文明,富饶位面,411,315.46,nan,0.014,0.4034,1.0,256
S015,掠夺文明,星际文明,富饶位面,421,233.07,nan,0.0211,0.4055,1.0,264
S015,掠夺文明,星际文明,富饶位面,431,178.03,nan,0.0,0.4011,1.0,271
S015,掠夺文明,星际文明,富饶位面,441,145.75,nan,0.0353,0.4097,1.0,277
S015,掠夺文明,星际文明,富饶位面,451,118.36,nan,0.0212,0.4056,1.0,285
S015,掠夺文明,星际文明,富饶位面,461,83.99,nan,0.0282,0.4075,1.0,294
S015,掠夺文明,星际文明,富饶位面,471,65.25,nan,0.0211,0.4055,1.0,301
S015,掠夺文明,星际文明,富饶位面,481,56.26,nan,0.0382,0.412,1.0,306
S015,掠夺文明,星际文明,富饶位面,491,44.63,nan,0.0211,0.4055,1.0,312
S016,掠夺文明,星际文明,灾厄位面,1,10300.61,10.024,0.6044,0.5169,0.1412,0
S016,掠夺文明,星际文明,灾厄位面,11,11228.77,10.3454,0.3618,0.5125,1.0,0
S016,掠夺文明,星际文明,灾厄位面,21,10489.92,10.8742,0.2301,0.468,1.0,6
S016,掠夺文明,星际文明,灾厄位面,31,10001.04,11.6408,0.0,0.4,1.0,10
S016,掠夺文明,星际文明,灾厄位面,41,9202.7,12.6427,0.0,0.4004,1.0,17
S016,掠夺文明,星际文明,灾厄位面,51,8474.03,13.9362,0.014,0.4034,1.0,24
S016,掠夺文明,星际文明,灾厄位面,61,8220.76,15.549,0.0,0.4001,1.0,29
S016,掠夺文明,星际文明,灾厄位面,71,7824.21,17.4934,0.0,0.4002,1.0,34
S016,掠夺文明,星际文明,灾厄位面,81,7513.77,19.8404,0.0211,0.4055,1.0,39
S016,掠夺文明,星际文明,灾厄位面,91,7507.6,22.6519,0.0,0.401,1.0,43
S016,掠夺文明,星际文明,灾厄位面,101,7426.94,25.9773,0.007,0.4015,1.0,47
S016,掠夺文明,星际文明,灾厄位面,111,7156.12,30.0177,0.0,0.401,1.0,55
S016,掠夺文明,星际文明,灾厄位面,121,6601.64,35.1114,0.0,0.4005,1.0,62
S016,掠夺文明,星际文明,灾厄位面,131,5122.3,42.4495,0.0,0.4006,1.0,68
S016,掠夺文明,星际文明,灾厄位面,141,4080.88,53.1727,0.007,0.4015,1.0,74
S016,掠夺文明,星际文明,灾厄位面,151,3210.98,68.8448,0.007,0.4015,1.0,82
S016,掠夺文明,星际文明,灾厄位面,161,2272.19,92.3009,0.0,0.4,1.0,91
S016,掠夺文明,星际文明,灾厄位面,171,1806.67,130.5663,0.0,0.4005,1.0,98
S016,掠夺文明,星际文明,灾厄位面,181,1435.43,187.8494,0.0,0.4,1.0,107
S016,掠夺文明,星际文明,灾厄位面,191,1155.46,286.422,0.0,0.4,1.0,111
S016,掠夺文明,星际文明,灾厄位面,201,861.88,477.5316,0.0,0.4004,1.0,118
S016,掠夺文明,星际文明,灾厄位面,211,650.58,887.6859,0.0,0.4001,1.0,126
S016,掠夺文明,星际文明,灾厄位面,221,543.98,1895.1217,0.0,0.4,1.0,134
S016,掠夺文明,星际文明,灾厄位面,231,470.35,5320.5377,0.0015,0.4026,1.0,139
S016,掠夺文明,星际文明,灾厄位面,241,442.22,24737.3457,0.007,0.4022,1.0,147
S016,掠夺文明,星际文明,灾厄位面,251,265.76,982651.039,0.0,0.1201,1.0,155
S016,掠夺文明,星际文明,灾厄位面,261,90.34,1.5235498676899895e+130,0.0,0.0,1.0,162
S016,掠夺文明,星际文明,灾厄位面,271,44.7,nan,0.007,0.4012,1.0,170
S016,掠夺文明,星际文明,灾厄位面,281,27.25,nan,0.0,0.4,1.0,177
S016,掠夺文明,星际文明,灾厄位面,291,17.12,nan,0.007,0.4015,1.0,181
S016,掠夺文明,星际文明,灾厄位面,301,11.55,nan,0.007,0.4016,1.0,188
S016,掠夺文明,星际文明,灾厄位面,311,7.71,nan,0.0,0.4,1.0,195
S016,掠夺文明,星际文明,灾厄位面,321,4.89,nan,0.0,0.401,1.0,203
S016,掠夺文明,星际文明,灾厄位面,331,3.03,nan,0.007,0.4016,1.0,210
S016,掠夺文明,星际文明,灾厄位面,341,1.93,nan,0.0,0.4003,1.0,217
S016,掠夺文明,星际文明,灾厄位面,351,1.27,nan,0.0,0.4016,1.0,223
S016,掠夺文明,星际文明,灾厄位面,361,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,371,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,381,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,391,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,401,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,411,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,421,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,431,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,441,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,451,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,461,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,471,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,481,0.0,nan,0.007,0.4016,1.0,227
S016,掠夺文明,星际文明,灾厄位面,491,0.0,nan,0.007,0.4016,1.0,227
S017,锚点共生文明,小型部落,贫瘠位面,1,10.23,1.0037,0.709,0.4864,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,11,12.63,1.0536,1.0,0.8342,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,21,15.78,1.1295,1.0,0.8367,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,31,20.16,1.2328,1.0,0.8394,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,41,24.65,1.366,1.0,0.8427,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,51,30.57,1.5321,1.0,0.8466,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,61,37.69,1.7352,1.0,0.8512,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,71,46.48,1.9799,1.0,0.8564,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,81,59.55,2.2722,1.0,0.8621,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,91,73.02,2.6192,1.0,0.8683,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,101,83.99,3.0292,1.0,0.875,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,111,107.66,3.5122,1.0,0.882,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,121,133.3,4.0799,1.0,0.8894,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,131,160.98,4.7463,1.0,0.8969,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,141,190.44,5.5276,1.0,0.9045,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,151,243.12,6.4429,1.0,0.9121,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,161,284.21,7.5147,1.0,0.9196,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,171,339.29,8.7693,1.0,0.9269,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,181,407.57,10.2374,1.0,0.9339,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,191,487.38,11.9551,1.0,0.9406,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,201,557.84,13.9646,1.0,0.9469,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,211,665.36,16.315,1.0,0.9527,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,221,840.69,19.0642,1.0,0.9581,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,231,1030.74,22.2795,1.0,0.963,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,241,1183.87,26.0397,1.0,0.9675,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,251,1480.94,30.4372,1.0,0.9715,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,261,1727.16,35.5797,1.0,0.9751,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,271,2118.54,41.5932,1.0,0.9783,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,281,2139.3,48.6251,1.0,0.9812,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,291,2206.01,56.8478,1.0,0.9837,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,301,2347.19,66.4628,1.0,0.9859,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,311,2472.93,77.7056,1.0,0.9878,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,321,2731.66,90.8518,1.0,0.9895,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,331,2760.94,106.2234,1.0,0.9909,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,341,2918.13,124.197,1.0,0.9922,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,351,3212.5,145.2131,1.0,0.9933,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,361,3369.68,169.7863,1.0,0.9942,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,371,3573.24,198.5189,1.0,0.995,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,381,3429.31,232.1146,1.0,0.9957,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,391,3579.17,271.3719,1.0,0.8917,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,401,2589.75,313.863,1.0,0.6469,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,411,1909.74,362.9076,1.0,0.6473,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,421,1383.99,420.1131,1.0,0.6476,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,431,985.88,486.7391,1.0,0.6479,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,441,690.59,564.2935,1.0,0.6479,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,451,509.26,654.5167,1.0,0.6485,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,461,357.34,759.4344,0.9827,0.6445,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,471,245.95,881.2064,1.0,0.6483,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,481,158.23,1022.5874,0.966,0.6403,0.0,0
S017,锚点共生文明,小型部落,贫瘠位面,491,110.22,1186.5176,0.9868,0.6458,0.0,0
S018,锚点共生文明,小型部落,普通位面,1,9.74,1.0037,0.6723,0.4809,0.0,0
S018,锚点共生文明,小型部落,普通位面,11,11.5,1.0529,1.0,0.8313,0.0,0
S018,锚点共生文明,小型部落,普通位面,21,12.56,1.1275,1.0,0.8367,0.0,0
S018,锚点共生文明,小型部落,普通位面,31,14.72,1.2296,1.0,0.8393,0.0,0
S018,锚点共生文明,小型部落,普通位面,41,17.62,1.3615,1.0,0.8426,0.0,0
S018,锚点共生文明,小型部落,普通位面,51,21.65,1.5262,1.0,0.8465,0.0,0
S018,锚点共生文明,小型部落,普通位面,61,24.43,1.7277,1.0,0.851,0.0,0
S018,锚点共生文明,小型部落,普通位面,71,29.98,1.9707,1.0,0.8562,0.0,0
