scenario_id,civilization_type,population_level,initial_population,environment,resource_abundance,disaster_freq,round,population,resources,tech_level,stability,happiness,conflict_count,env_degradation,military_power,knowledge,per_capita_resource,carrying_capacity,alive
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,106,47.48,24984.8,3.2435,1.0,0.8782,0,0.0,17.06,204.17,526.1707,9529.44,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,107,48.75,25474.02,3.2919,1.0,0.8789,0,0.0,17.34,207.46,522.4965,9549.27,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,108,49.32,25977.65,3.341,1.0,0.8796,0,0.0,17.65,210.8,526.694,9569.19,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,109,49.53,26488.49,3.391,1.0,0.8803,0,0.0,17.95,214.19,534.7931,9589.21,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,110,50.83,27002.86,3.4417,1.0,0.8811,0,0.0,18.26,217.64,531.2795,9609.33,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,111,52.11,27532.08,3.4933,1.0,0.8818,0,0.0,18.57,221.13,528.3419,9629.54,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,112,53.48,28076.12,3.5458,1.0,0.8825,0,0.0,18.91,224.68,524.9684,9649.84,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,113,54.77,28635.95,3.599,1.0,0.8832,0,0.0,19.25,228.27,522.8772,9670.23,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,114,53.64,29210.76,3.6532,1.0,0.884,0,0.0,19.61,231.93,544.5925,9690.72,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,115,54.93,29775.22,3.7082,1.0,0.8847,0,0.0,19.95,235.64,542.0678,9711.29,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,116,56.24,30354.8,3.7642,1.0,0.8854,0,0.0,20.31,239.4,539.7555,9731.96,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,117,55.96,30949.77,3.821,1.0,0.8861,0,0.0,20.67,243.22,553.1094,9752.71,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,118,57.27,31543.33,3.8787,1.0,0.8869,0,0.0,21.03,247.1,550.8152,9773.55,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,119,58.78,32152.41,3.9374,1.0,0.8876,0,0.0,21.41,251.04,546.9979,9794.48,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,120,60.32,32779.25,3.9971,1.0,0.8884,0,0.0,21.8,255.03,543.4179,9815.49,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,121,59.68,33424.22,4.0577,1.0,0.8891,0,0.0,22.21,259.09,560.0428,9836.59,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,122,61.28,34064.05,4.1193,1.0,0.8898,0,0.0,22.6,263.21,555.9107,9857.77,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,123,61.54,34722.71,4.1818,1.0,0.8906,0,0.0,23.01,267.39,564.2717,9879.03,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,124,60.53,35385.92,4.2454,1.0,0.8913,0,0.0,23.43,271.64,584.6204,9900.37,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,125,59.03,36040.0,4.31,1.0,0.8921,0,0.0,23.82,275.95,610.5848,9921.79,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,126,60.45,36679.52,4.3757,1.0,0.8928,0,0.0,24.19,280.32,606.7863,9943.3,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,127,59.5,37336.2,4.4424,1.0,0.8936,0,0.0,24.57,284.77,627.5308,9964.88,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,128,59.13,37984.24,4.5102,1.0,0.8943,0,0.0,24.94,289.28,642.4168,9986.54,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,129,60.58,38629.96,4.579,1.0,0.8951,0,0.0,25.3,293.86,637.6608,10008.28,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,130,62.01,39293.28,4.649,1.0,0.8959,0,0.0,25.68,298.5,633.615,10030.09,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,131,60.8,39974.09,4.7201,1.0,0.8966,0,0.0,26.07,303.22,657.4194,10051.98,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,132,62.35,40643.37,4.7923,1.0,0.8974,0,0.0,26.45,308.02,651.8246,10073.94,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,133,62.52,41331.5,4.8657,1.0,0.8981,0,0.0,26.84,312.88,661.0441,10095.97,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,134,61.95,42023.32,4.9403,1.0,0.8989,0,0.0,27.23,317.82,678.3006,10118.08,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,135,63.4,42710.62,5.0161,1.0,0.8997,0,0.0,27.61,322.84,673.6635,10140.26,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,136,64.94,43415.8,5.093,1.0,0.9004,0,0.0,28.01,327.93,668.5589,10162.51,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,137,66.7,44139.97,5.1713,1.0,0.9012,0,0.0,28.43,333.1,661.741,10184.83,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,138,68.53,44885.74,5.2507,1.0,0.9019,0,0.0,28.88,338.35,655.0163,10207.22,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,139,67.62,45653.88,5.3314,1.0,0.9027,0,0.0,29.34,343.69,675.1705,10229.68,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,140,69.28,46413.8,5.4135,1.0,0.9035,0,0.0,29.79,349.1,669.9803,10252.2,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,141,69.3,47194.37,5.4968,1.0,0.9042,0,0.0,30.27,354.6,681.0608,10274.79,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,142,70.97,47977.16,5.5815,1.0,0.905,0,0.0,30.73,360.18,676.0673,10297.45,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,143,69.76,48780.87,5.6675,1.0,0.9057,0,0.0,31.23,365.84,699.2692,10320.17,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,144,71.52,49572.95,5.7549,1.0,0.9065,0,0.0,31.69,371.6,693.1623,10342.96,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,145,73.39,50387.06,5.8436,1.0,0.9073,0,0.0,32.19,377.44,686.5682,10365.81,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,146,75.09,51224.61,5.9338,1.0,0.908,0,0.0,32.71,383.38,682.199,10388.72,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,147,76.83,52083.71,6.0255,1.0,0.9088,0,0.0,33.25,389.4,677.9119,10411.69,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,148,78.85,52964.97,6.1185,1.0,0.9096,0,0.0,33.81,395.52,671.7075,10434.73,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,149,80.73,53871.71,6.2131,1.0,0.9103,0,0.0,34.41,401.73,667.3216,10457.83,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,150,79.32,54802.36,6.3092,1.0,0.9111,0,0.0,35.03,408.04,690.9037,10480.98,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,151,81.3,55719.07,6.4068,1.0,0.9118,0,0.0,35.62,414.45,685.3693,10504.2,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,152,83.17,56660.99,6.5059,1.0,0.9126,0,0.0,36.24,420.96,681.2522,10527.47,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,153,85.35,57627.02,6.6067,1.0,0.9133,0,0.0,36.89,427.56,675.1894,10550.8,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,154,87.32,58620.81,6.709,1.0,0.9141,0,0.0,37.57,434.27,671.3696,10574.18,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,155,89.69,59640.0,6.813,1.0,0.9148,0,0.0,38.28,441.08,664.9868,10597.63,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,156,92.06,60689.45,6.9186,1.0,0.9156,0,0.0,39.02,448.0,659.2333,10621.12,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,157,94.36,61769.32,7.0259,1.0,0.9163,0,0.0,39.8,455.03,654.6086,10644.68,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,158,96.76,62878.89,7.1349,1.0,0.9171,0,0.0,40.61,462.16,649.8556,10668.28,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,159,99.12,64019.42,7.2456,1.0,0.9178,0,0.0,41.45,469.41,645.8492,10691.94,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,160,101.42,65190.67,7.3581,1.0,0.9186,0,0.0,42.34,476.77,642.7628,10715.66,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,161,103.89,66391.98,7.4724,1.0,0.9193,0,0.0,43.25,484.24,639.0623,10739.42,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,162,103.53,67625.47,7.5885,1.0,0.9201,0,0.0,44.2,491.83,653.2233,10763.23,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,163,102.25,68857.58,7.7064,1.0,0.9208,0,0.0,45.14,499.53,673.4395,10787.1,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,164,104.85,70077.38,7.8262,1.0,0.9215,0,0.0,46.04,507.36,668.3846,10811.02,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,165,107.4,71331.15,7.9479,1.0,0.9223,0,0.0,46.99,515.31,664.1376,10834.98,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,166,110.25,72618.55,8.0715,1.0,0.923,0,0.0,47.98,523.38,658.6969,10858.99,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,167,113.25,73943.12,8.1971,1.0,0.9237,0,0.0,49.01,531.58,652.9182,10883.06,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,168,116.21,75306.97,8.3247,1.0,0.9245,0,0.0,50.09,539.9,648.0127,10907.17,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,169,118.89,76709.74,8.4543,1.0,0.9252,0,0.0,51.22,548.36,645.2145,10931.32,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,170,121.75,78148.17,8.586,1.0,0.9259,0,0.0,52.39,556.94,641.8886,10955.52,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,171,124.87,79624.56,8.7197,1.0,0.9266,0,0.0,53.61,565.66,637.6385,10979.77,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,172,126.22,81142.34,8.8556,1.0,0.9273,0,0.0,54.87,574.52,642.8894,11004.06,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,173,129.28,82679.91,8.9936,1.0,0.9281,0,0.0,56.15,583.51,639.5418,11028.4,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,174,132.27,84258.39,9.1338,1.0,0.9288,0,0.0,57.49,592.65,637.0295,11052.78,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,175,133.03,85876.99,9.2762,1.0,0.9295,0,0.0,58.87,601.92,645.5674,11077.2,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,176,136.37,87508.51,9.4209,1.0,0.9302,0,0.0,60.25,611.34,641.7096,11101.67,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,177,139.63,89184.75,9.5678,1.0,0.9309,0,0.0,61.7,620.91,638.7251,11126.18,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,178,143.05,90904.88,9.7171,1.0,0.9316,0,0.0,63.2,630.63,635.4617,11150.73,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,179,143.42,92671.06,9.8688,1.0,0.9323,0,0.0,64.75,640.5,646.1575,11175.32,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,180,146.73,94445.63,10.0228,1.0,0.933,0,0.0,66.31,650.52,643.6558,11199.95,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,181,150.4,96265.15,10.1793,1.0,0.9337,0,0.0,67.92,660.7,640.0711,11224.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,182,153.99,98134.14,10.3383,1.0,0.9343,0,0.0,69.6,671.04,637.2906,11249.33,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,183,157.6,100051.82,10.4998,1.0,0.935,0,0.0,71.33,681.54,634.8359,11274.08,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,184,161.62,102018.71,10.6638,1.0,0.9357,0,0.0,73.14,692.2,631.2099,11298.86,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,185,165.99,104040.05,10.8305,1.0,0.9364,0,0.0,75.02,703.03,626.7964,11323.69,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,186,163.69,106120.31,10.9998,1.0,0.9371,0,0.0,76.97,714.03,648.2912,11348.55,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,187,168.1,108176.09,11.1717,1.0,0.9377,0,0.0,78.87,725.2,643.536,11373.45,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,188,168.45,110291.53,11.3464,1.0,0.9384,0,0.0,80.85,736.55,654.7282,11398.38,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,189,172.95,112415.82,11.5238,1.0,0.939,0,0.0,82.83,748.07,649.9788,11423.36,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,190,177.56,114601.28,11.7041,1.0,0.9397,0,0.0,84.9,759.78,645.4066,11448.36,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,191,179.5,116849.54,11.8871,1.0,0.9403,0,0.0,87.05,771.66,650.9564,11473.4,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,192,178.9,119126.9,12.0731,1.0,0.941,0,0.0,89.24,783.74,665.8689,11498.48,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,193,183.03,121401.16,12.262,1.0,0.9416,0,0.0,91.41,796.0,663.2843,11523.59,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,194,187.78,123732.44,12.454,1.0,0.9423,0,0.0,93.65,808.45,658.9215,11548.73,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,195,188.19,126128.89,12.6489,1.0,0.9429,0,0.0,96.0,821.1,670.2304,11573.9,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,196,190.27,128535.17,12.8469,1.0,0.9435,0,0.0,98.34,833.95,675.5488,11599.11,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,197,195.0,130972.71,13.0481,1.0,0.9442,0,0.0,100.72,847.0,671.6554,11624.35,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,198,200.02,133475.61,13.2524,1.0,0.9448,0,0.0,103.2,860.25,667.3273,11649.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,199,204.65,136047.7,13.46,1.0,0.9454,0,0.0,105.78,873.71,664.788,11674.92,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,200,210.06,138684.26,13.6708,1.0,0.946,0,0.0,108.47,887.38,660.2225,11700.26,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,201,215.11,141395.48,13.885,1.0,0.9466,0,0.0,111.27,901.26,657.3092,11725.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,202,220.33,144177.01,14.1026,1.0,0.9472,0,0.0,114.19,915.37,654.3742,11751.01,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,203,226.03,147031.12,14.3236,1.0,0.9478,0,0.0,117.21,929.69,650.485,11776.43,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,204,231.26,149964.34,14.548,1.0,0.9484,0,0.0,120.37,944.24,648.4648,11801.89,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,205,237.28,152970.69,14.7761,1.0,0.949,0,0.0,123.64,959.01,644.6839,11827.36,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,206,242.76,156060.67,15.0077,1.0,0.9496,0,0.0,127.04,974.02,642.8706,11852.87,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,207,236.81,159227.4,15.243,1.0,0.9502,0,0.0,130.57,989.27,672.3759,11878.41,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,208,242.53,162321.86,15.482,1.0,0.9508,0,0.0,133.94,1004.75,669.2932,11903.97,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,209,248.02,165496.31,15.7248,1.0,0.9514,0,0.0,137.44,1020.47,667.2818,11929.56,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,210,248.65,168747.98,15.9714,1.0,0.9519,0,0.0,141.07,1036.44,678.6593,11955.18,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,211,254.77,172013.3,16.2219,1.0,0.9525,0,0.0,144.71,1052.67,675.1625,11980.82,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,212,254.94,175364.44,16.4764,1.0,0.9531,0,0.0,148.49,1069.14,687.8585,12006.49,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,213,260.69,178723.15,16.7349,1.0,0.9536,0,0.0,152.27,1085.88,685.5709,12032.18,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,214,256.6,182163.01,16.9975,1.0,0.9542,0,0.0,156.2,1102.87,709.8991,12057.9,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,215,263.28,185554.17,17.2642,1.0,0.9547,0,0.0,160.0,1120.14,704.7883,12083.65,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,216,269.62,189038.81,17.5351,1.0,0.9553,0,0.0,163.98,1137.67,701.1323,12109.42,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,217,276.33,192612.77,17.8103,1.0,0.9558,0,0.0,168.12,1155.48,697.0496,12135.21,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,218,282.84,196281.03,18.0899,1.0,0.9563,0,0.0,172.45,1173.57,693.9546,12161.03,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,219,290.49,200041.29,18.3738,1.0,0.9569,0,0.0,176.94,1191.95,688.6222,12186.87,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,220,297.42,203908.79,18.6623,1.0,0.9574,0,0.0,181.65,1210.61,685.6011,12212.73,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,221,305.43,207874.0,18.9553,1.0,0.9579,0,0.0,186.54,1229.57,680.6057,12238.61,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,222,306.08,211951.6,19.2529,1.0,0.9584,0,0.0,191.65,1248.82,692.4791,12264.52,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,223,308.64,216043.44,19.5552,1.0,0.9589,0,0.0,196.77,1268.37,699.9947,12290.45,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,224,316.82,220174.99,19.8623,1.0,0.9594,0,0.0,201.96,1288.24,694.9543,12316.4,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,225,325.26,224421.61,20.1743,1.0,0.9599,0,0.0,207.38,1308.41,689.9752,12342.38,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,226,332.7,228786.94,20.4911,1.0,0.9604,0,0.0,213.05,1328.9,687.6617,12368.37,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,227,328.75,233257.74,20.813,1.0,0.9609,0,0.0,218.93,1349.71,709.5223,12394.39,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,228,337.16,237680.87,21.14,1.0,0.9614,0,0.0,224.68,1370.85,704.942,12420.42,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,229,345.71,242222.59,21.4721,1.0,0.9619,0,0.0,230.69,1392.33,700.649,12446.48,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,230,354.96,246884.89,21.8094,1.0,0.9624,0,0.0,236.95,1414.14,695.5245,12472.55,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,231,364.08,251677.41,22.1521,1.0,0.9629,0,0.0,243.51,1436.29,691.2614,12498.65,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,232,373.15,256598.55,22.5002,1.0,0.9633,0,0.0,250.34,1458.79,687.6575,12524.76,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,233,381.67,261647.67,22.8537,1.0,0.9638,0,0.0,257.46,1481.64,685.5324,12550.9,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,234,379.06,266817.54,23.2129,1.0,0.9642,0,0.0,264.85,1504.85,703.8931,12577.05,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,235,389.04,271957.29,23.5777,1.0,0.9647,0,0.0,272.14,1528.43,699.043,12603.22,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,236,397.97,277237.65,23.9483,1.0,0.9652,0,0.0,279.76,1552.38,696.6213,12629.41,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,237,407.17,282644.43,24.3247,1.0,0.9656,0,0.0,287.68,1576.71,694.1667,12655.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,238,397.37,288181.31,24.7071,1.0,0.966,0,0.0,295.9,1601.41,725.2288,12681.84,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,239,406.54,293589.72,25.0955,1.0,0.9665,0,0.0,303.78,1626.51,722.1712,12708.08,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,240,398.58,299127.75,25.49,1.0,0.9669,0,0.0,311.97,1652.0,750.4783,12734.34,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,241,409.36,304561.96,25.8908,1.0,0.9673,0,0.0,319.87,1677.89,743.9897,12760.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,242,420.39,310147.62,26.2978,1.0,0.9678,0,0.0,328.17,1704.19,737.7609,12786.91,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,243,431.02,315888.16,26.7113,1.0,0.9682,0,0.0,336.87,1730.9,732.8773,12813.22,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,244,441.21,321778.23,27.1313,1.0,0.9686,0,0.0,345.95,1758.03,729.3115,12839.55,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,245,432.64,327811.68,27.558,1.0,0.969,0,0.0,355.41,1785.59,757.7052,12865.89,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,246,424.31,333731.87,27.9914,1.0,0.9694,0,0.0,364.56,1813.58,786.5266,12892.25,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,247,434.26,339541.77,28.4316,1.0,0.9698,0,0.0,373.38,1842.01,781.8813,12918.62,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,248,445.73,345491.46,28.8787,1.0,0.9702,0,0.0,382.61,1870.89,775.111,12945.01,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,249,456.8,351601.69,29.3329,1.0,0.9706,0,0.0,392.28,1900.22,769.7142,12971.41,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,250,468.58,357866.83,29.7943,1.0,0.971,0,0.0,402.41,1930.02,763.7272,12997.83,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,251,479.77,364296.69,30.263,1.0,0.9714,0,0.0,413.0,1960.28,759.3158,13024.26,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,252,490.57,370883.03,30.739,1.0,0.9718,0,0.0,424.06,1991.02,756.0237,13050.71,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,253,501.65,377620.37,31.2226,1.0,0.9721,0,0.0,435.56,2022.24,752.7507,13077.17,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,254,514.19,384512.43,31.7137,1.0,0.9725,0,0.0,447.53,2053.95,747.8091,13103.64,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,255,528.21,391578.96,32.2127,1.0,0.9729,0,0.0,460.03,2086.17,741.3293,13130.13,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,256,541.37,398840.32,32.7195,1.0,0.9732,0,0.0,473.13,2118.89,736.7281,13156.63,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,257,555.36,406284.32,33.2343,1.0,0.9736,0,0.0,486.79,2152.12,731.5743,13183.15,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,258,568.23,413922.21,33.7572,1.0,0.974,0,0.0,501.07,2185.88,728.4381,13209.68,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,259,581.87,421738.42,34.2883,1.0,0.9743,0,0.0,515.91,2220.17,724.7981,13236.22,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,260,595.94,429743.14,34.8279,1.0,0.9747,0,0.0,531.36,2254.99,721.1137,13262.77,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,261,595.15,437942.03,35.3759,1.0,0.975,0,0.0,547.45,2290.37,735.8469,13289.34,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,262,610.21,446130.26,35.9326,1.0,0.9753,0,0.0,563.51,2326.3,731.113,13315.91,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,263,602.68,454525.42,36.4981,1.0,0.9757,0,0.0,580.26,2362.8,754.176,13342.51,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,264,618.77,462816.43,37.0724,1.0,0.976,0,0.0,596.68,2399.87,747.9613,13369.11,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,265,635.11,471327.85,37.6559,1.0,0.9763,0,0.0,613.88,2437.53,742.1162,13395.72,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,266,649.5,480062.65,38.2485,1.0,0.9767,0,0.0,631.86,2475.78,739.1281,13422.35,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,267,653.98,488993.41,38.8505,1.0,0.977,0,0.0,650.56,2514.63,747.7173,13448.99,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,268,654.73,497983.45,39.462,1.0,0.9773,0,0.0,669.5,2554.09,760.5928,13475.63,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,269,672.02,506980.98,40.0831,1.0,0.9776,0,0.0,688.5,2594.17,754.4095,13502.29,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,270,690.29,516212.8,40.714,1.0,0.9779,0,0.0,708.38,2634.89,747.8247,13528.97,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,271,708.92,525691.56,41.3549,1.0,0.9782,0,0.0,729.22,2676.24,741.5343,13555.65,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,272,725.36,535421.68,42.0059,1.0,0.9785,0,0.0,751.04,2718.25,738.1477,13582.34,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,273,714.64,545372.15,42.6671,1.0,0.9788,0,0.0,773.75,2760.92,763.1418,13609.04,1
S018,锚点共生文明,小型部落,10,普通位面,0.7,0.3,274,732.27,555169.93,43.3388,1.0,0.9791,0,0.0,795.91,2804.25,758.154,13635.75,1
